sites,study_id,reference,doi_link,google_drive_link,data_quality,data_quality_explanation,data_stripped,sum_total_richness,sum_total_abundance,biodiversity_metrics,method,taxa,continent,country,treatment,season,forest_type,elevation,canopy_height,latitude,longitude,study_start_date,study_end_date,driver_of_stratification,other_data_of_interest,additional_notes,...28
1,Fitzgerald_1989,"Fitzgerald, B. M., Robertson, H. A., & Whitaker, A. H. (1989). Vertical distribution of birds mist-netted in a mixed lowland forest in New Zealand. Notornis, 36(4), 311-321.",NA -PAGE 311,http://notornis.osnz.org.nz/system/files/Notornis_36_4.pdf,3,3 - Data as an index and individually split with weird axis,No,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,New Zealand,Unlogged,Winter,Temperate hardwood forest,130.0,20,-41.35,174.966667,25355.0,27987.0,"Forest structure, food sources, foliage density","Species specific data, seasonal",NA,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA
